Date,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI
2014-10-01,108.40667724609376,383.614990234375,1.262833595275879,1214.5999755859375,39.01696395874024,16804.7109375
2014-10-02,107.97189331054688,375.0719909667969,1.2624191045761108,1214.199951171875,38.89795303344727,16801.05078125
2014-10-03,109.8761978149414,359.5119934082031,1.2670577764511108,1192.199951171875,39.1784782409668,17009.689453125
2014-10-04,,328.8659973144531,,,,
2014-10-05,,320.510009765625,,,,
2014-10-06,109.78923034667967,330.0790100097656,1.2513607740402222,1206.699951171875,39.1784782409668,16991.91015625
2014-10-07,107.23277282714844,336.18701171875,1.264606237411499,1211.699951171875,38.70244216918945,16719.390625
2014-10-08,108.67623901367188,352.94000244140625,1.266800880432129,1205.300048828125,39.76499557495117,16994.220703125
2014-10-09,106.74581909179688,365.0260009765625,1.2743074893951416,1224.5999755859375,38.97446060180664,16659.25
2014-10-10,105.65020751953124,361.56201171875,1.2689067125320437,1221.0,37.4273796081543,16544.099609375
2014-10-11,,362.2990112304688,,,,
2014-10-12,,378.5490112304688,,,,
2014-10-13,104.7371826171875,390.41400146484375,1.263982892036438,1229.300048828125,37.104373931884766,16321.0703125
2014-10-14,106.3371353149414,400.8699951171875,1.272394061088562,1233.5999755859375,37.17237854003906,16315.1904296875
2014-10-15,104.5110855102539,394.7730102539063,1.2639029026031494,1244.0999755859375,36.73884963989258,16141.740234375
2014-10-16,104.59805297851562,382.5559997558594,1.2821663618087769,1240.5,36.330833435058594,16117.240234375
2014-10-17,107.1632308959961,383.7579956054688,1.280442476272583,1238.300048828125,37.087364196777344,16380.41015625
2014-10-18,,391.4419860839844,,,,
2014-10-19,,389.5459899902344,,,,
2014-10-20,108.09362030029295,382.8450012207031,1.274957299232483,1244.0,37.46989440917969,16399.669921875
2014-10-21,110.5370635986328,386.4750061035156,1.2795250415802002,1251.0,38.14991760253906,16614.810546875
2014-10-22,105.60672760009766,383.1579895019531,1.2714719772338867,1244.800048828125,37.72490692138672,16461.3203125
2014-10-23,106.1110382080078,358.4169921875,1.2641425132751465,1228.5,38.268924713134766,16677.900390625
2014-10-24,106.29366302490234,358.3450012207031,1.2654062509536743,1231.199951171875,39.21248626708984,16805.41015625
2014-10-25,,347.27099609375,,,,
2014-10-26,,354.7040100097656,,,,
2014-10-27,106.18931579589844,352.989013671875,1.2676681280136108,1229.0999755859375,39.02547836303711,16817.939453125
2014-10-28,107.48494720458984,357.6180114746094,1.270147681236267,1229.199951171875,39.51847839355469,17005.75
2014-10-29,107.02409362792967,335.59100341796875,1.273836612701416,1224.300048828125,39.62900161743164,16974.310546875
2014-10-30,107.66755676269533,345.30499267578125,1.2632802724838257,1198.0999755859375,39.144474029541016,17195.419921875
2014-10-31,108.61536407470705,338.3210144042969,1.2613362073898315,1171.0999755859375,39.909515380859375,17390.51953125
2014-11-01,,325.7489929199219,,,,
2014-11-02,,325.8919982910156,,,,
