Price,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI,BA,BTC-USD,EURUSD=X,GC=F,MSFT,^DJI
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,104.5111083984375,394.77301025390625,1.2639029026031494,1244.0999755859375,36.61003875732422,16141.740234375,105.31978932638897,402.22698974609375,1.2840431928634644,1247.0,36.75403781743486,16313.2998046875,101.14595099487174,388.7659912109375,1.2626103162765503,1243.699951171875,35.66132652218813,15855.1201171875,105.26761186920514,400.9549865722656,1.2644143104553223,1243.699951171875,36.42368399126415,16313.2998046875,7819000.0,25267100,0.0,250.0,60218700.0,160380000.0
2014-10-16,104.59803771972656,382.5559997558594,1.2821663618087769,1240.5,36.20344543457031,16117.240234375,105.47628396412243,398.8070068359375,1.284438967704773,1243.0,36.49144675624932,16211.1201171875,102.94589348696542,373.07000732421875,1.2710679769515991,1236.699951171875,35.762972634867936,15935.2197265625,103.39806262896654,394.51800537109375,1.2820513248443604,1242.0999755859375,36.02555988935214,16137.1396484375,4492500.0,26990000,0.0,6.0,49040400.0,131670000.0
2014-10-17,107.16320037841797,383.75799560546875,1.280442476272583,1238.300048828125,36.95733642578125,16380.41015625,107.71102040979162,385.4779968261719,1.283489465713501,1238.300048828125,37.21992372313735,16427.380859375,105.89365983027061,375.3890075683594,1.2746502161026,1232.5999755859375,36.24580382259767,16118.3896484375,106.12844173918256,382.7560119628906,1.2807542085647583,1237.4000244140625,36.59309930562258,16118.3896484375,4872400.0,13600700,0.0,356.0,40683300.0,137910000.0
2014-10-18,,391.4419860839844,,,,,,395.1579895019531,,,,,,378.97100830078125,,,,,,383.97601318359375,,,,,,11416800,,,,
2014-10-19,,389.5459899902344,,,,,,393.9389953613281,,,,,,386.4570007324219,,,,,,391.2539978027344,,,,,,5914570,,,,
2014-10-20,108.09363555908203,382.8450012207031,1.274957299232483,1244.0,37.338504791259766,16399.669921875,108.45015383838657,390.0840148925781,1.2788541316986084,1244.0,37.38932645722981,16401.630859375,106.95452847628144,378.25201416015625,1.2732398509979248,1235.4000244140625,36.26273536731878,16260.5400390625,107.29365206023172,389.2309875488281,1.2748922109603882,1237.300048828125,36.474500925623246,16373.150390625,3676300.0,16419000,0.0,105.0,34527900.0,94320000.0
2014-10-21,110.53707122802734,386.4750061035156,1.2795250415802002,1251.0,38.01615905761719,16614.810546875,110.64141286214462,392.64599609375,1.2839277982711792,1251.0,38.10086399984606,16620.779296875,108.63275679579858,380.8340148925781,1.271709680557251,1251.0,37.431683969864125,16405.76953125,108.87622945424872,382.4209899902344,1.2795250415802002,1251.0,37.57568624919691,16406.029296875,5204500.0,14188900,0.0,48.0,36433800.0,105110000.0
2014-10-22,105.60672760009766,383.1579895019531,1.2714719772338867,1244.800048828125,37.592628479003906,16461.3203125,111.30227643046597,388.57598876953125,1.2739096879959106,1244.800048828125,38.17710034472293,16653.890625,105.51107667555961,382.2489929199219,1.2651101350784302,1244.800048828125,37.46556783236276,16459.849609375,111.2935790825627,386.1180114746094,1.2714234590530396,1244.800048828125,38.11780623796679,16615.259765625,13844400.0,11641300,0.0,2.0,33570900.0,92050000.0
2014-10-23,106.11105346679688,358.4169921875,1.2641425132751465,1228.5,38.1347541809082,16677.900390625,106.85016872072131,385.0480041503906,1.2675796747207642,1228.5,38.49899131482334,16767.51953125,105.26758995436136,356.4469909667969,1.261702299118042,1227.9000244140625,37.71969213367223,16468.0703125,105.45019443115692,382.9620056152344,1.2645422220230103,1228.0,37.795927888009984,16468.0703125,7799700.0,26456900,0.0,2.0,45451900.0,99420000.0
2014-10-24,106.29367065429688,358.3450012207031,1.2654062509536743,1231.199951171875,39.074981689453125,16805.41015625,106.8153987409775,364.3450012207031,1.2695107460021973,1232.699951171875,39.72721999622356,16811.7109375,105.44151632734945,353.30499267578125,1.2635835409164429,1229.4000244140625,38.27027192233189,16649.720703125,106.2588878973005,358.59100341796875,1.2650701999664307,1229.4000244140625,39.667925898452246,16677.0390625,4013300.0,15585700,0.0,71.0,61076700.0,90400000.0
2014-10-25,,347.27099609375,,,,,,359.8609924316406,,,,,,342.87701416015625,,,,,,358.6109924316406,,,,,,18127500,,,,
2014-10-26,,354.7040100097656,,,,,,359.22100830078125,,,,,,343.9309997558594,,,,,,347.48699951171875,,,,,,11272500,,,,
2014-10-27,106.18932342529297,352.989013671875,1.2676681280136108,1229.0999755859375,38.888641357421875,16817.939453125,106.28497434346271,358.6319885253906,1.2721998691558838,1230.199951171875,39.04958207789772,16836.98046875,105.44151077458348,349.8089904785156,1.2667094469070435,1227.300048828125,38.71922820196525,16729.830078125,106.19801413848498,354.7770080566406,1.2676842212677002,1230.199951171875,38.71922820196525,16796.099609375,2940300.0,13033000,0.0,282.0,30371300.0,72580000.0
2014-10-28,107.48494720458984,357.6180114746094,1.270147681236267,1229.199951171875,39.37993240356445,17005.75,107.64146628235942,359.9840087890625,1.2762998342514038,1231.0,39.38840160579959,17006.44921875,106.05019009739074,352.6789855957031,1.2686975002288818,1224.699951171875,38.77004644146294,16825.189453125,106.51974733069947,353.2149963378906,1.2702445983886719,1224.9000244140625,38.846282186725624,16825.189453125,4159000.0,7845880,0.0,46.0,29049800.0,83870000.0
2014-10-29,107.02410125732422,335.59100341796875,1.273836612701416,1224.300048828125,39.49005126953125,16974.310546875,108.2414712836242,357.8330078125,1.2769794464111328,1224.300048828125,39.55781781784503,17065.5,106.57193202526251,335.3429870605469,1.2725075483322144,1224.300048828125,39.25287481300676,16895.380859375,108.2414712836242,357.0889892578125,1.2738043069839478,1224.300048828125,39.33757976711212,17005.0703125,3241700.0,18192700,0.0,631.0,30276100.0,76450000.0
2014-10-30,107.66754913330078,345.30499267578125,1.2632802724838257,1198.0999755859375,39.00722885131836,17195.419921875,107.92841646810037,350.9129943847656,1.2634079456329346,1214.699951171875,39.235936122120485,17223.9609375,106.09366767997048,335.0719909667969,1.2558696269989014,1195.800048828125,38.770052376984495,16920.759765625,106.53713286134511,335.7090148925781,1.2632323503494263,1213.699951171875,39.235936122120485,16968.140625,2569900.0,30177900,0.0,521.0,30073900.0,80180000.0
2014-10-31,108.6153564453125,338.3210144042969,1.2613362073898315,1171.0999755859375,39.76958084106445,17390.51953125,109.46751065346923,348.0450134277344,1.2610021829605103,1199.699951171875,39.786522477038154,17395.5390625,108.45883737771389,337.1419982910156,1.249125599861145,1161.4000244140625,39.37146047389917,17208.779296875,108.71969806762382,345.0090026855469,1.2610021829605103,1199.5999755859375,39.76110840743427,17208.779296875,4665300.0,12545400,0.0,260.0,35849700.0,121610000.0
2014-11-01,,325.7489929199219,,,,,,340.52899169921875,,,,,,321.05499267578125,,,,,,338.6499938964844,,,,,,16677200,,,,
2014-11-02,,325.8919982910156,,,,,,329.04998779296875,,,,,,320.6260070800781,,,,,,326.07501220703125,,,,,,8603620,,,,
2014-11-03,109.58924865722656,327.5539855957031,1.2503125667572021,1169.4000244140625,40.184635162353516,17366.240234375,109.78055047991998,334.00201416015625,1.2511416673660278,1172.300048828125,40.20157679645088,17410.650390625,108.59796342520772,325.4809875488281,1.2442917823791504,1163.0999755859375,39.58322169268542,17339.849609375,108.99795512987043,325.5690002441406,1.2503281831741333,1166.4000244140625,39.71875153417804,17390.900390625,3902700.0,12948500,0.0,60.0,23130400.0,80030000.0
2014-11-04,109.42404174804688,330.49200439453125,1.2495938539505005,1167.4000244140625,40.29475402832031,17383.83984375,110.18055175784765,331.7669982910156,1.2568103075027466,1171.0,40.43028386934197,17397.23046875,108.91970837564533,325.0769958496094,1.2492660284042358,1165.0,40.023694346277004,17278.359375,109.51100195437722,327.1610107421875,1.2492660284042358,1166.9000244140625,40.06604681573009,17368.810546875,3684600.0,15655500,0.0,40.0,21530800.0,81390000.0
2014-11-05,108.6456298828125,339.4859924316406,1.2552564144134521,1145.4000244140625,40.5404052734375,17484.529296875,110.4211128474777,343.3689880371094,1.2567076683044434,1168.699951171875,40.574288543519124,17486.58984375,108.6281336925009,330.6830139160156,1.245969295501709,1137.800048828125,40.03216591607265,17385.759765625,110.21120527362861,330.6830139160156,1.2553982734680176,1168.0999755859375,40.48958036831507,17385.759765625,3334000.0,19817200,0.0,157.0,22449600.0,76030000.0
2014-11-06,108.96050262451172,349.2900085449219,1.2480031251907349,1142.300048828125,41.25193405151367,17554.470703125,109.15292069509681,352.96600341796875,1.2533605098724365,1147.5,41.38746388827539,17560.310546875,107.90220990913568,338.42401123046875,1.2402100563049316,1137.9000244140625,40.48110749906526,17440.349609375,108.87304168502085,339.4580078125,1.2477695941925049,1141.0999755859375,40.54040160069312,17491.66015625,2341900.0,18797000,0.0,137.0,33037800.0,70670000.0
2014-11-07,108.8467788696289,342.4150085449219,1.238006830215454,1169.5999755859375,41.23500442504883,17573.9296875,109.27534874401398,352.73199462890625,1.2442995309829712,1169.699951171875,41.43829762374436,17575.330078125,108.6018856116036,341.7760009765625,1.236390471458435,1133.0,40.90465055370323,17493.369140625,109.26660064970142,349.8179931640625,1.238175392150879,1139.9000244140625,41.43829762374436,17558.580078125,2366700.0,16834200,0.0,97.0,28000600.0,82860000.0
2014-11-08,,345.4880065917969,,,,,,347.0320129394531,,,,,,342.15399169921875,,,,,,342.15399169921875,,,,,,8535470,,,,
2014-11-09,,363.2640075683594,,,,,,363.6260070800781,,,,,,344.2550048828125,,,,,,345.3760070800781,,,,,,24205600,,,,
2014-11-10,109.01295471191406,366.92401123046875,1.246137022972107,1159.5999755859375,41.41287612915039,17613.740234375,109.3190712715694,374.8160095214844,1.2508692741394043,1171.0,41.63311414092068,17621.869140625,108.27827496874127,357.5610046386719,1.2430498600006104,1150.699951171875,41.1248748123413,17547.509765625,109.21412083559645,362.2650146484375,1.2461835145950317,1171.0,41.209582982747676,17568.98046875,2622700.0,30450100,0.0,40.0,36370100.0,71430000.0
2014-11-11,109.6427001953125,367.69500732421875,1.242992639541626,1162.800048828125,41.39592361450195,17614.900390625,109.96631299060141,371.30999755859375,1.2441989183425903,1170.5,41.4636901330152,17638.2109375,108.84679034994308,363.7349853515625,1.2396397590637207,1151.5999755859375,41.20957215116142,17584.939453125,108.96049556947673,365.85699462890625,1.242714524269104,1155.0,41.37898198487364,17615.640625,3053500.0,15838900,0.0,22.0,23445200.0,52880000.0
2014-11-12,110.0887451171875,423.5610046386719,1.2475829124450684,1158.9000244140625,41.3197021484375,17612.19921875,110.36862407223931,429.7179870605469,1.25,1168.0999755859375,41.438290365452616,17626.7109375,108.86427218652061,367.9849853515625,1.2431780099868774,1157.5,41.09946734987893,17536.169921875,108.89925789000718,367.9849853515625,1.2478007078170776,1162.5,41.13335062082227,17604.75,3075000.0,45783200,0.0,17.0,22722100.0,75980000.0
2014-11-13,112.41524505615234,420.7349853515625,1.242992639541626,1161.0999755859375,42.022762298583984,17652.7890625,112.79133972510054,457.0929870605469,1.2490195035934448,1164.5,42.056645566962345,17705.48046875,109.975047128784,401.12298583984375,1.243193507194519,1155.0,41.260404916502424,17583.880859375,109.975047128784,427.27301025390625,1.243193507194519,1163.699951171875,41.34511308744833,17618.689453125,5813900.0,58945000,0.0,1047.0,26210400.0,80540000.0
2014-11-14,112.70386505126953,397.8179931640625,1.2475982904434204,1185.0,41.997352600097656,17634.740234375,113.50851621523901,419.25201416015625,1.2493003606796265,1191.0,42.39546970482103,17664.150390625,111.82049438602006,384.78900146484375,1.2399563789367676,1148.0,41.83640868658574,17613.19921875,112.4152380013107,418.4169921875,1.2475050687789917,1155.199951171875,42.132882445994504,17653.109375,6235600.0,29589200,0.0,486.0,29081700.0,72850000.0
2014-11-15,,376.13299560546875,,,,,,405.52801513671875,,,,,,371.00799560546875,,,,,,399.6499938964844,,,,,,15727500,,,,
2014-11-16,,387.8819885253906,,,,,,390.79901123046875,,,,,,374.60198974609375,,,,,,374.7300109863281,,,,,,11905600,,,,
2014-11-17,112.31903839111328,387.4079895019531,1.251846432685852,1183.0,41.89571762084961,17647.75,112.97500537440597,410.1990051269531,1.2575926780700684,1186.9000244140625,42.10748328197152,17675.0703125,111.55812096111215,377.50201416015625,1.2448292970657349,1180.5999755859375,41.624657833116565,17606.810546875,112.56393166388796,388.3489990234375,1.2521443367004395,1183.0999755859375,41.853365134882736,17631.849609375,3752900.0,41518800,0.0,17.0,30318600.0,70330000.0
2014-11-18,114.27820587158203,375.197998046875,1.2448959350585938,1196.699951171875,41.546226501464844,17687.8203125,114.86420148262087,392.4020080566406,1.2535696029663086,1197.0999755859375,42.049145646544495,17735.7109375,111.98668530874924,371.11700439453125,1.2451130151748657,1193.9000244140625,41.512129516657,17642.029296875,112.43275142966665,387.7850036621094,1.2451130151748657,1197.0999755859375,41.87866397417272,17643.08984375,5701200.0,32222500,0.0,2.0,23995500.0,87420000.0
2014-11-19,115.10910034179688,380.55499267578125,1.253337025642395,1193.5999755859375,41.10297393798828,17685.73046875,116.09742831717229,386.4809875488281,1.2570995092391968,1198.300048828125,41.55474758919367,17712.259765625,113.91961287127141,373.89599609375,1.251392126083374,1190.5999755859375,40.855775684749844,17624.5,114.21698140248176,373.89599609375,1.2533998489379883,1196.5,41.47803100203923,17685.509765625,5037600.0,18931800,0.0,23.0,26177500.0,73780000.0
2014-11-20,115.18781280517578,357.8399963378906,1.2540757656097412,1190.699951171875,41.51211929321289,17719.0,115.80004605731476,382.0249938964844,1.2575294971466064,1191.9000244140625,41.51211929321289,17720.439453125,114.32194482918065,356.781005859375,1.2506800889968872,1190.699951171875,40.804621665193395,17603.890625,114.52310432366546,380.3070068359375,1.2542959451675415,1191.800048828125,40.91543521269443,17677.3203125,4052800.0,25233200,0.0,3.0,21510600.0,77740000.0
2014-11-21,116.13236236572266,350.8479919433594,1.2545005083084106,1197.5,40.898380279541016,17810.060546875,116.63964496427717,357.8789978027344,1.2567235231399536,1202.4000244140625,41.81045311896218,17894.830078125,115.896210578571,344.11199951171875,1.2406902313232422,1189.0,40.54889445557277,17721.01953125,116.07988715650649,357.8789978027344,1.2543588876724243,1191.0,41.78488201651718,17721.01953125,4227100.0,29850100,0.0,20.0,42884800.0,140940000.0
2014-11-22,,352.9200134277344,,,,,,364.84100341796875,,,,,,350.87799072265625,,,,,,351.60400390625,,,,,,15273000,,,,
2014-11-23,,367.572998046875,,,,,,370.8450012207031,,,,,,353.17498779296875,,,,,,353.17498779296875,,,,,,15151600,,,,
2014-11-24,117.73294830322266,376.9010009765625,1.2375012636184692,1195.5,40.56595993041992,17817.900390625,117.84665351143848,387.2090148925781,1.2440301179885864,1197.9000244140625,40.91544590075551,17855.26953125,116.70964146632551,366.66900634765625,1.237424612045288,1195.5,40.395478255499945,17793.189453125,116.71838288784913,366.947998046875,1.237424612045288,1197.699951171875,40.90692328025988,17812.630859375,4161500.0,30930100,0.0,17.0,35434200.0,85510000.0
2014-11-25,117.90787506103516,375.3479919433594,1.2433171272277832,1197.0999755859375,40.46366882324219,17814.939453125,118.5988344149311,394.70098876953125,1.247889518737793,1197.0999755859375,40.88987134886583,17854.73046875,117.84665841645834,374.78399658203125,1.2406023740768433,1197.0999755859375,40.446620332017176,17790.890625,117.84665841645834,376.885986328125,1.2435954809188843,1197.0999755859375,40.62562461237898,17819.05078125,4301600.0,25442200,0.0,210753.0,28008000.0,88190000.0
2014-11-26,117.88166046142578,368.3699951171875,1.24806547164917,1196.5999755859375,40.702327728271484,17827.75,118.33646805632054,377.697998046875,1.2524595260620117,1201.0,40.90690630360742,17833.759765625,117.54055810167593,365.8160095214844,1.2444404363632202,1193.699951171875,40.30169644622444,17791.16015625,118.03034473663111,376.0190124511719,1.2478941679000854,1200.5,40.48070391901819,17812.25,2660100.0,18601700,0.0,75297.0,27163600.0,67450000.0
2014-11-27,,369.6700134277344,1.2505940198898315,,,,,373.99200439453125,1.252097249031067,,,,,368.2820129394531,1.246618628501892,,,,,370.50201416015625,1.2505470514297485,,,,,8748030,0.0,,,
2014-11-28,117.51429748535156,376.4469909667969,1.246199131011963,1175.199951171875,40.75347900390625,17828.240234375,118.75626002253568,382.8380126953125,1.248953938484192,1198.199951171875,41.08591639108551,17893.419921875,117.23441183690778,358.4549865722656,1.2431100606918335,1163.800048828125,40.582997375395536,17807.779296875,118.52010817487154,369.3739929199219,1.2458264827728271,1197.0,40.872815168363765,17830.55078125,2090000.0,22946500,0.0,11175.0,21534400.0,80470000.0
2014-11-29,,375.4909973144531,,,,,,387.60101318359375,,,,,,372.1449890136719,,,,,,376.1520080566406,,,,,,15375600,,,,
2014-11-30,,378.0469970703125,,,,,,382.5270080566406,,,,,,373.3089904785156,,,,,,375.510009765625,,,,,,9194440,,,,
2014-12-01,115.79129028320312,379.2449951171875,1.2438275814056396,1218.0,41.443931579589844,17776.80078125,117.5492769776791,383.6619873046875,1.250589370727539,1220.4000244140625,41.580316254097596,17827.26953125,115.62510984700087,376.66900634765625,1.2422822713851929,1141.699951171875,40.66824313363942,17726.55078125,117.47056414337771,378.2489929199219,1.2437965869903564,1160.0,40.81315367936667,17827.26953125,3473700.0,11763000,0.0,5524.0,31191600.0,86390000.0
2014-12-02,115.6950912475586,381.31500244140625,1.247007131576538,1199.199951171875,41.30754089355469,17879.55078125,116.2898416313293,384.0379943847656,1.2478007078170776,1212.300048828125,41.810459917299305,17897.05078125,115.23154227796604,377.8630065917969,1.2395721673965454,1191.300048828125,41.085917049107906,17778.849609375,115.88750931180645,379.25,1.247007131576538,1212.300048828125,41.63145566774613,17778.849609375,2904900.0,12364100,0.0,1236.0,25773500.0,81970000.0
2014-12-03,115.4239730834961,375.010009765625,1.2388503551483154,1208.5,40.9836311340332,17912.619140625,116.56972682710408,383.0260009765625,1.2392956018447876,1213.699951171875,41.34163964854008,17924.150390625,114.95166929341215,374.34600830078125,1.2302998304367065,1196.0999755859375,40.75348140970729,17855.58984375,116.01871018723446,381.72198486328125,1.2388043403625488,1198.0999755859375,41.290494181467615,17880.900390625,4627500.0,13340100,0.0,440.0,23534800.0,99400000.0
2014-12-04,114.85545349121094,369.60400390625,1.231663703918457,1207.5,41.63145065307617,17900.099609375,115.9049980083548,378.6549987792969,1.2431780099868774,1213.0,41.81898075001933,17937.9609375,114.5055964217079,367.7590026855469,1.229770302772522,1201.5999755859375,41.08591210015018,17814.810546875,115.42395287883977,375.7179870605469,1.2312238216400146,1208.199951171875,41.24786784190438,17910.01953125,2785500.0,14529600,0.0,358.0,30320400.0,76270000.0
2014-12-05,115.63386535644531,376.85400390625,1.2386661767959595,1190.0999755859375,41.2734489440918,17958.7890625,115.9924504969018,379.1919860839844,1.2392494678497314,1206.0,41.74227430002458,17991.189453125,115.03911502020492,365.7560119628906,1.2275059223175049,1186.699951171875,41.239355215024275,17903.05078125,115.2052954574733,369.4419860839844,1.2385741472244263,1203.0999755859375,41.61441224810345,17903.05078125,2580200.0,15181800,0.0,560.0,27313400.0,79110000.0
2014-12-06,,374.7850036621094,,,,,,378.447998046875,,,,,,370.94500732421875,,,,,,376.7569885253906,,,,,,7009320,,,,
2014-12-07,,375.0950012207031,,,,,,376.2919921875,,,,,,373.2749938964844,,,,,,374.83599853515625,,,,,,6491650,,,,
2014-12-08,113.94585418701172,361.90899658203125,1.2294074296951294,1194.699951171875,40.65972900390625,17852.48046875,115.5114364295991,376.02899169921875,1.2303906679153442,1207.0,41.21379043717857,17960.560546875,113.58725564589568,361.885986328125,1.2247997522354126,1187.199951171875,40.44662770226279,17804.279296875,115.46770262166322,374.9649963378906,1.2296946048736572,1190.5999755859375,41.13707383852021,17954.939453125,2862400.0,18898700,0.0,183.0,26663100.0,88680000.0
2014-12-09,113.40357208251953,352.218994140625,1.2315119504928589,1231.5,40.56595993041992,17801.19921875,113.45604730439668,363.0669860839844,1.2447998523712158,1238.0,40.84725193012052,17847.369140625,111.72429158119931,344.95098876953125,1.2293771505355835,1202.0,40.10566038363623,17629.5703125,112.4414818624982,361.8949890136719,1.2314057350158691,1202.0,40.15680586161247,17847.369140625,3084600.0,32915500,0.0,314.0,24330500.0,100400000.0
2014-12-10,109.01295471191406,346.364990234375,1.2394952774047852,1228.9000244140625,39.977787017822266,17533.150390625,112.80881339732125,352.3840026855469,1.2435954809188843,1234.5999755859375,40.62561324476581,17797.990234375,108.92549379098976,346.364990234375,1.2362926006317139,1226.5999755859375,39.8073054049425,17508.099609375,112.66012916446589,352.2049865722656,1.238712191581726,1231.199951171875,40.55742255061369,17797.990234375,6651700.0,16427700,0.0,306.0,30431800.0,115100000.0
2014-12-11,107.90220642089844,350.5060119628906,1.2473959922790527,1225.0999755859375,40.20794677734375,17596.33984375,109.89634513732888,361.35699462890625,1.2495938539505005,1231.199951171875,40.69382067311226,17758.509765625,107.57859361511774,338.76300048828125,1.2374200820922852,1216.199951171875,39.79027010165483,17534.30078125,109.52025710411846,344.3399963378906,1.2480031251907349,1226.5999755859375,40.131233440381095,17534.30078125,6702100.0,32431300,0.0,264.0,29060400.0,90100000.0
2014-12-12,105.62818145751953,352.5419921875,1.2394952774047852,1222.0,40.02041244506836,17280.830078125,106.94011551887876,352.9830017089844,1.2477073669433594,1227.800048828125,40.685287255437935,17590.05078125,105.46200768061304,349.2909851074219,1.2386692762374878,1216.199951171875,39.78173685155953,17280.830078125,106.91387790530625,350.8330078125,1.2391266822814941,1227.800048828125,39.87550191490227,17590.05078125,6661100.0,16989800,0.0,203.0,34248400.0,121950000.0
2014-12-13,,347.3760070800781,,,,,,352.3810119628906,,,,,,346.5880126953125,,,,,,352.3810119628906,,,,,,11675900,,,,
2014-12-14,,351.6319885253906,,,,,,353.3160095214844,,,,,,345.4179992675781,,,,,,346.72698974609375,,,,,,12415200,,,,
